TimeOfDay,currentLocation,n
NA,POINT (-858.1233475713694 5392.220267975566),62
NA,POINT (-858.1361398039392 5393.380549094684),816
NA,POINT (-858.1369692741421 5393.455783703661),495
NA,POINT (-858.1386521575351 5393.608424598519),54
NA,POINT (-858.1399707866342 5393.728026899247),233
NA,POINT (-858.1492604773131 5291.436112950898),324
NA,POINT (-858.16426000955 5395.931108073225),83
NA,POINT (-858.2078841276862 5399.8879029748105),1
NA,POINT (-858.2125557345271 5400.311627073328),4
NA,POINT (-858.2352958403808 5402.374200226619),1
NA,POINT (-858.2358910137947 5402.428183647488),321
NA,POINT (-858.2504155031692 5288.4688884152765),87
NA,POINT (-858.260960948478 5404.702076942673),625
NA,POINT (-858.291169530773 5407.442055869849),72
NA,POINT (-858.2970009617559 5407.97097834136),15
NA,POINT (-858.3032763878307 5408.540172057106),321
NA,POINT (-858.3355611057199 5411.468460641525),321
NA,POINT (-858.3524614463624 5413.001355392103),444
NA,POINT (-858.3573131420392 5413.4414139087685),475
NA,POINT (-858.3661047878838 5414.238833798062),321
NA,POINT (-858.3801452316922 5415.512330176911),319
NA,POINT (-858.3847037637996 5415.925798170586),120
NA,POINT (-858.3958934435502 5416.940724538831),1
NA,POINT (-858.3982125755517 5417.151074456989),415
NA,POINT (-858.4019586406032 5417.4908500611755),5
NA,POINT (-858.4068570745814 5417.935147835402),85
NA,POINT (-858.4077976201113 5418.020457199041),10
NA,POINT (-858.4183829249249 5418.980565549836),1
NA,POINT (-858.419587251486 5419.089800381392),374
NA,POINT (-858.4233324974646 5283.396638729633),95
NA,POINT (-858.4258952455442 5419.661948078479),642
NA,POINT (-858.4380188053212 5420.7615792358365),1
NA,POINT (-858.458571729879 5422.625770664288),3808
NA,POINT (-858.4615096719862 5282.276771002029),57
NA,POINT (-858.4964973165615 5518.5207456485405),345
NA,POINT (-858.5490627042967 5279.708539681427),325
NA,POINT (-858.5976323606739 5278.2838247464115),104
NA,POINT (-858.6399446944474 5277.042658587143),11
NA,POINT (-858.671687274771 5426.077222237866),324
NA,POINT (-858.6963273868284 5275.388760456014),323
NA,POINT (-858.781587498885 4437.3094799400715),60
NA,POINT (-858.8604158073009 5270.575483180695),113
NA,POINT (-858.891301929204 5269.6694870826705),68
NA,POINT (-858.9297718437576 5429.4986616208635),321
NA,POINT (-858.9412359686723 5268.204750102778),144
NA,POINT (-858.9774298281376 5267.143059821595),321
NA,POINT (-858.995275292746 5430.367043953719),60
NA,POINT (-859.0406059679414 5265.28988653134),439
NA,POINT (-859.0862823255222 5263.950041993071),320
NA,POINT (-859.1053839972623 5263.389724316526),654
NA,POINT (-859.1691679945916 5432.672347757221),321
NA,POINT (-859.2041717850831 5260.491939007677),60
NA,POINT (-859.2577463140539 5258.9204139598505),144
NA,POINT (-859.2752659606493 5258.4065025175505),1
NA,POINT (-859.3229703094823 5257.0071700265025),321
NA,POINT (-859.3435728330359 5256.402827208472),962
NA,POINT (-859.3943595734986 5254.913077578039),2
NA,POINT (-859.4562469988828 5436.478167745492),17
NA,POINT (-859.4568665082662 5253.079534371271),321
NA,POINT (-859.4755081978 5252.532709553602),67
NA,POINT (-859.6028889262429 5248.796195034398),16
NA,POINT (-859.6727604456495 5246.74662325119),26
NA,POINT (-859.7213838662244 5439.993099782572),3986
NA,POINT (-859.7501093130088 5244.477715156027),126
NA,POINT (-859.8492084390489 5241.570797227271),2
NA,POINT (-859.8684269602752 5241.007051953729),644
NA,POINT (-859.9402543151915 5238.900108793636),97
NA,POINT (-859.9637645238382 5238.210473579333),321
NA,POINT (-859.9830135295521 5237.645834091011),35
NA,POINT (-859.9904262751974 5237.428392786747),47
NA,POINT (-86.24491063618785 1663.4645701741188),606
NA,POINT (-86.78279548948817 4702.886440892045),1282
NA,POINT (-860.0046915161661 5237.009944245503),774
NA,POINT (-860.0558655081667 5444.427338788507),140
NA,POINT (-860.1150123772362 5233.773854263932),817
NA,POINT (-860.1638176670425 5232.342227390665),1
NA,POINT (-860.2012581637879 5231.2439689538905),39
NA,POINT (-860.2330696447257 5446.776542439207),3
NA,POINT (-860.2377260600165 5230.174240232689),642
NA,POINT (-860.2433854289578 5230.0082314927695),474
NA,POINT (-860.2438275940794 5446.919161084497),82
NA,POINT (-860.2508821174035 5447.012683235102),261
NA,POINT (-860.2513409053473 5229.774870030639),321
NA,POINT (-860.3192680555867 5518.716364109141),321
NA,POINT (-860.3210603035429 5447.943038780291),321
NA,POINT (-860.4075765978721 5449.0899894013655),1284
NA,POINT (-860.4246553853096 5224.690960724399),26
NA,POINT (-860.4322319558676 5224.468713872448),3
NA,POINT (-860.4578614827606 5223.716911770776),384
NA,POINT (-860.4954716422995 5222.613676541203),19
NA,POINT (-860.5539132512897 5220.899383310298),77
NA,POINT (-860.6856675588809 5217.034576684528),91
NA,POINT (-860.6940713611724 5452.888064079084),3
NA,POINT (-860.7502097229243 5215.141333208872),69
NA,POINT (-860.7718182955429 5214.507479514398),321
NA,POINT (-860.7802037541768 5214.261505195371),321
NA,POINT (-860.8131943592947 5213.2937773724325),224
NA,POINT (-860.8311775356976 5212.766269007925),325
NA,POINT (-860.8334382551342 5454.735657608442),321
NA,POINT (-860.9088814474286 5210.4869462412025),413
NA,POINT (-860.9134168994285 5518.780127740908),1
NA,POINT (-860.9415194365238 5209.529561858006),381
NA,POINT (-860.966968579753 5456.505875460942),1
NA,POINT (-861.0126111850271 5207.4441965619735),2
NA,POINT (-861.0252164601669 5457.278070376767),325
NA,POINT (-861.0498948087426 5457.605232415379),11
NA,POINT (-861.0595372925865 5457.733063281451),741
NA,POINT (-861.0670149005838 5205.848348622015),404
NA,POINT (-861.0995988953625 5204.892548077673),97
NA,POINT (-861.1576117208359 5203.190832540868),768
NA,POINT (-861.2134455928906 5459.773432925007),319
NA,POINT (-861.2479077260698 5197.175217656706),659
NA,POINT (-861.2578258117038 5460.361783592658),321
NA,POINT (-861.2611525476523 5460.405886289054),659
NA,POINT (-861.2626108441256 5460.42521899463),400
NA,POINT (-861.2703314955841 5194.339373662548),1604
NA,POINT (-861.2798530355616 5193.135222775089),23
NA,POINT (-861.2820856551788 5192.852872346512),25
NA,POINT (-861.2888033677581 5192.003310239637),83
NA,POINT (-861.3021500695388 5190.315406514852),160
NA,POINT (-861.3093243773591 5189.408100643221),6
NA,POINT (-861.3161211049958 5188.548545819659),642
NA,POINT (-861.317666744255 5188.353075035511),27
NA,POINT (-861.3601355659894 5182.982213861689),414
NA,POINT (-861.3655573135355 5182.2965472432),119
NA,POINT (-861.3756109579859 5181.02510324195),79
NA,POINT (-861.3862248984208 5179.6828008597595),4
NA,POINT (-861.4099205322008 5176.686109304383),72
NA,POINT (-861.4160498131074 1600.0388109644375),2690
NA,POINT (-861.4481585639961 5171.850299127746),547
NA,POINT (-861.4519283853767 5171.373544971194),207
NA,POINT (-861.4866973005641 5463.395943785598),357
NA,POINT (-861.4979910114691 5165.548189806151),175
NA,POINT (-861.5140371918857 5163.5188938693145),4
NA,POINT (-861.5262993656557 5518.84590185172),321
NA,POINT (-861.5576044281275 5158.009120627998),320
NA,POINT (-861.5714416118253 5156.259187626749),8
NA,POINT (-861.5793210530791 5155.262706364192),34
NA,POINT (-861.5998576809752 5152.66552158476),324
NA,POINT (-861.6231517439052 5149.719615080612),152
NA,POINT (-861.6525825431708 5145.997620199775),905
NA,POINT (-861.6636136489153 5144.60256059774),321
NA,POINT (-861.6653917355854 5144.377693123902),14
NA,POINT (-861.6655763186626 5144.354349644098),51
NA,POINT (-861.6711389978904 5143.650859962329),101
NA,POINT (-861.6727270878878 5143.450020603968),321
NA,POINT (-861.6778476822051 5142.802439623794),321
NA,POINT (-861.7145721356648 5138.158045615172),321
NA,POINT (-861.7498953418669 5133.690861714629),1331
NA,POINT (-861.7956147729973 5127.908909036903),405
NA,POINT (-861.810378604134 5467.687002193013),56
NA,POINT (-861.836070971323 5122.792576255466),588
NA,POINT (-861.8364497907695 5468.032629151906),63
NA,POINT (-861.8453501406497 5121.619077009994),404
NA,POINT (-861.8648267496561 5119.155948558602),22
NA,POINT (-861.8675354506887 5118.8133900271205),321
NA,POINT (-861.8749647439028 5117.873837177687),2
NA,POINT (-861.881027905129 5117.107053549349),262
NA,POINT (-861.8849243048315 5116.614291541243),33
NA,POINT (-861.9069068723854 5113.834244585505),321
NA,POINT (-861.9156753477206 5112.725330756305),395
NA,POINT (-861.9209757033692 5112.055016083138),165
NA,POINT (-861.9380668488488 5109.893567615201),19
NA,POINT (-861.9417073874763 5109.433163328772),39
NA,POINT (-861.9675695597381 5106.162478360397),3
NA,POINT (-861.9808350695288 5104.484842660216),763
NA,POINT (-861.9931750360356 5102.924256698773),548
NA,POINT (-862.019118969868 5099.643231673206),58
NA,POINT (-862.0201941046215 5099.507263702625),679
NA,POINT (-862.0368183788876 5097.466166448489),1969
NA,POINT (-862.0433228850598 5518.901388448467),162
NA,POINT (-862.0525262966493 5095.962505220226),244
NA,POINT (-862.055331046681 5470.934348352383),71
NA,POINT (-862.0897887493296 5092.395507594196),79
NA,POINT (-862.0966033781552 5091.743168225881),59
NA,POINT (-862.1428132949317 5087.319662750957),64
NA,POINT (-862.1458264703584 5087.0312225431635),1
NA,POINT (-862.188570064341 5082.939535407823),495
NA,POINT (-862.1953842217123 5082.2872411701),321
NA,POINT (-862.2188377125448 5473.101963983823),808
NA,POINT (-862.2240186308527 5079.546174437244),2
NA,POINT (-862.275844375054 5074.585086445566),641
NA,POINT (-862.302736599034 5072.0107926942055),299
NA,POINT (-862.3319317577668 5069.216047464075),64
NA,POINT (-862.359503730272 5066.576683885014),489
NA,POINT (-862.4173229370984 5061.041863746949),44
NA,POINT (-862.4203644981228 5060.750706290245),15986
NA,POINT (-862.4404819316885 5476.040311919034),6
NA,POINT (-862.4504267483188 5057.87295758159),294
NA,POINT (-862.466320885591 1600.0480055861728),321
NA,POINT (-862.4671842832087 5056.26882036381),6
NA,POINT (-862.4979651036143 5053.322285570303),480
NA,POINT (-862.5206720766927 5051.148630503645),79
NA,POINT (-862.5510691908353 5048.23882650027),64
NA,POINT (-862.5546898244646 5047.892236551628),57
NA,POINT (-862.5611483300008 5477.639992089806),294
NA,POINT (-862.5996410355197 5043.5892223486835),355
NA,POINT (-862.6307610214034 5040.61022049066),400
NA,POINT (-862.630963542191 5040.5908339200805),338
NA,POINT (-862.6314255423378 5040.546608344252),321
NA,POINT (-862.6589628420653 5037.910563862745),99
NA,POINT (-862.660301941116 5037.782376832865),8
NA,POINT (-862.6718183134866 5036.679956837631),1
NA,POINT (-862.6903623249509 5034.904806784103),321
NA,POINT (-862.7097168894421 5033.05206546873),3
NA,POINT (-862.7495038231613 5029.243408552331),1284
NA,POINT (-862.7615187655234 5028.0932622844475),321
NA,POINT (-862.7712647546238 5027.160314572102),261
NA,POINT (-862.7722444508971 5027.066531849023),82
NA,POINT (-862.7776183227625 5480.509745060236),16026
NA,POINT (-862.7983476681698 5024.567766809532),141
NA,POINT (-862.7995197668863 5480.8000935447035),44
NA,POINT (-862.8447987752158 5020.12117307666),3977
NA,POINT (-862.8816196331119 5016.596447696131),17
NA,POINT (-862.9456370361079 5010.468297022043),60
NA,POINT (-862.9905752921344 5006.166522956343),324
NA,POINT (-863.0267098595613 5002.707493639765),3725
NA,POINT (-863.046184158024 5000.84329063142),1
NA,POINT (-863.0576714683025 4999.7436526434285),642
NA,POINT (-863.0636484161887 4999.171501392303),374
NA,POINT (-863.064789539187 4999.062265882206),1
NA,POINT (-863.0748193227676 4998.102151567457),10
NA,POINT (-863.0757105080738 4998.016841673898),84
NA,POINT (-863.0803518701837 4997.572541139804),5
NA,POINT (-863.0839013401712 4997.232763425016),414
NA,POINT (-863.0860987631532 4997.022412200218),1
NA,POINT (-863.0967012038207 4996.007479527503),121
NA,POINT (-863.1010205022525 4995.594008965467),319
NA,POINT (-863.1143240976851 4994.320504675976),321
NA,POINT (-863.1226543542709 4993.52307983331),472
NA,POINT (-863.1272514309251 4993.08301858311),446
NA,POINT (-863.1738552369702 4988.621807536354),321
NA,POINT (-863.1798013260543 4988.05261028492),15
NA,POINT (-863.1853267210952 4987.523684527873),72
NA,POINT (-863.2158599676898 5486.3195353515),489
NA,POINT (-863.2447059836384 4984.7842995591),625
NA,POINT (-863.3732449102599 4980.39546476336),4
NA,POINT (-863.3856502542288 4979.971896536251),1
NA,POINT (-863.4143981559395 5488.9515655382465),64
NA,POINT (-863.5014930914431 4976.016557183683),82
NA,POINT (-863.5659925613813 4973.81428643651),228
NA,POINT (-863.5694941504701 4973.6947281327575),56
NA,POINT (-863.5739630084157 4973.542143388472),492
NA,POINT (-863.5761656473641 4973.466936455346),817
NA,POINT (-863.5818830065195 4437.374420341521),127
NA,POINT (-863.6101351252237 4972.307082157958),63
NA,POINT (-863.6246244616336 5491.73854565282),299
NA,POINT (-863.7085764636086 4968.94589980956),321
NA,POINT (-863.7503253131422 4967.520426543748),150
NA,POINT (-863.8182679677698 5494.305686806424),320
NA,POINT (-863.9152532652201 4961.889124385758),642
NA,POINT (-863.9748254863764 4959.855089685595),157
NA,POINT (-864.0806713206152 4956.241088133684),67
NA,POINT (-864.0912861238374 4955.878656153302),12
NA,POINT (-864.13186887378 4954.492998207213),364
NA,POINT (-864.1346720979305 4954.397284885068),196
NA,POINT (-864.1771615180103 5499.0635556395655),1
NA,POINT (-864.1851578604761 4952.673498346832),321
NA,POINT (-864.1880666668533 4952.5741800237565),225
NA,POINT (-864.191450893165 5499.252990564345),2
NA,POINT (-864.1934782386252 3958.952936520846),35
NA,POINT (-864.2446264933345 4950.643000566868),641
NA,POINT (-864.2553476299369 3967.507529740774),321
NA,POINT (-864.2872281582073 4949.188408762933),325
NA,POINT (-864.3379668674661 3968.2552177333973),1
NA,POINT (-864.3661666405999 4946.493132185223),1
NA,POINT (-864.3976393953213 5501.986441325733),321
NA,POINT (-864.4467062678019 5502.636923183538),501
NA,POINT (-864.4597934908733 4943.296335782023),68
NA,POINT (-864.4992812037979 4941.948066794232),103
NA,POINT (-864.5506408787775 4940.194441378394),169
NA,POINT (-864.5522486522802 3681.9758223211015),325
NA,POINT (-864.7544911282052 5506.717241689248),1
NA,POINT (-864.7576733821446 4933.125520869186),642
NA,POINT (-864.7761881754511 5507.0048804746),65
NA,POINT (-864.779299602405 3947.5088148281934),122
NA,POINT (-864.8047759799751 3947.0111293847676),320
NA,POINT (-864.8066343374177 3946.97482605062),274
NA,POINT (-864.8430201469084 3946.264022967217),132
NA,POINT (-864.8742540533219 4929.144988904111),161
NA,POINT (-864.8870402647291 4260.597802773322),185
NA,POINT (-864.9090106968437 4927.9582576120365),321
NA,POINT (-865.010267527098 4924.500943072336),2173
NA,POINT (-865.0236380317257 4924.044420387036),25
NA,POINT (-865.0253610030423 3974.4760006495867),641
NA,POINT (-865.1089330726193 5511.416095372619),59
NA,POINT (-865.1580033399127 5512.066622235621),79
NA,POINT (-865.1830944409459 4918.599938660118),44
NA,POINT (-865.2032260654738 3976.085644788946),1
NA,POINT (-865.2893643552893 4914.971457311553),79
NA,POINT (-865.3476200393125 4912.9823744725245),642
NA,POINT (-865.3605545970554 3977.5094373278093),159
NA,POINT (-865.3690457037916 4912.250816303654),321
NA,POINT (-865.375443452567 4912.032371485589),42
NA,POINT (-865.4038545166394 4911.062303741425),642
NA,POINT (-865.426320009803 5515.623709066041),243
NA,POINT (-865.5394284039512 5517.12319241681),1984
NA,POINT (-865.5537896978151 5517.3135807713315),321
NA,POINT (-865.5679922122221 5519.279653456316),406
NA,POINT (-865.6352953296597 4903.159985587425),478
NA,POINT (-865.6560943990081 4902.449821890913),392
NA,POINT (-865.6650796056742 3875.738552074471),17
NA,POINT (-865.679707977924 4901.643559542831),121
NA,POINT (-865.6929605643113 5519.158575555272),1006
NA,POINT (-865.7555248606802 4899.054866904023),19
NA,POINT (-865.7814361833583 3981.318333630971),37
NA,POINT (-865.7984762472526 5799.673812652863),1
NA,POINT (-865.8215617817532 4896.887662285888),53
NA,POINT (-865.8237544433069 4896.816205281668),33
NA,POINT (-865.8266377413518 4896.722241012439),149
NA,POINT (-865.8312791329588 4896.570981945992),1
NA,POINT (-865.8793890944704 4895.003118580603),88
NA,POINT (-865.925418999474 3875.731393982579),111
NA,POINT (-865.9511443542467 5522.06127637417),320
NA,POINT (-865.9960308757526 5522.562195848481),690
NA,POINT (-866.0024303259264 4890.993307864257),320
NA,POINT (-866.0084912862159 3682.027314156963),205
NA,POINT (-866.0296642584391 4890.105776805394),135
NA,POINT (-866.0718230441233 4888.731857277572),213
NA,POINT (-866.1294773470803 3921.132858995718),2
NA,POINT (-866.1303344541913 4886.82501941239),804
NA,POINT (-866.1353185401689 5524.116602411888),1130
NA,POINT (-866.1916989031241 4884.825203399317),128
NA,POINT (-866.2850532963392 5525.787595236249),3
NA,POINT (-866.4289377450706 5527.393300468063),1929
NA,POINT (-866.4432639436375 4876.626909352908),321
NA,POINT (-866.4886540094576 4875.147685110859),14
NA,POINT (-866.4979790355725 4874.843790317194),215
NA,POINT (-866.4981730322728 4437.413873130357),145
NA,POINT (-866.5380971769956 3913.150399924218),1
NA,POINT (-866.5555936446699 4872.966178444789),68
NA,POINT (-866.5561812032252 4872.9470304034085),40
NA,POINT (-866.5656388722101 4872.638812889665),183
NA,POINT (-866.5769731787053 5529.045329386942),86
NA,POINT (-866.5991094281441 4871.548035495146),324
NA,POINT (-866.6180658447478 5529.503910626508),35
NA,POINT (-866.6901688865366 4868.580483986059),87
NA,POINT (-866.8109825544282 5531.65680048201),935
NA,POINT (-866.8458282590113 4863.507675363591),95
NA,POINT (-866.8708104444364 5532.324460933446),458
NA,POINT (-866.8801952398456 4862.387684232104),57
NA,POINT (-866.89444767895 3906.1890312173996),643
NA,POINT (-866.959010223435 4859.819169905113),325
NA,POINT (-866.9697848176041 5533.428983835067),321
NA,POINT (-867.0027324860373 4858.39429797356),105
NA,POINT (-867.0408219251348 4857.15299504392),14
NA,POINT (-867.0915774598943 4855.498914661398),323
NA,POINT (-867.2041730578015 3900.1384923568644),3
NA,POINT (-867.2179135698802 5536.198022735422),456
NA,POINT (-867.2392893760375 4850.685106986733),114
NA,POINT (-867.2618942738709 5536.688833570918),419
NA,POINT (-867.2670929726314 4849.779011052421),68
NA,POINT (-867.2790643529861 5536.880446258106),2
NA,POINT (-867.3120434489015 4848.314112665759),143
NA,POINT (-867.3303323499158 5537.452580992752),324
NA,POINT (-867.3458533594022 3897.3707431534085),233
NA,POINT (-867.3878970040196 3896.5494132819613),335
NA,POINT (-867.4014960315817 4845.398927890773),427
NA,POINT (-867.405942682405 5538.296368542606),321
NA,POINT (-867.4141906731525 5538.388413527397),321
NA,POINT (-867.4447652002563 5538.729615641759),225
NA,POINT (-867.4598090240977 4843.498556287482),333
NA,POINT (-867.4686728667139 3996.5874966804736),639
NA,POINT (-867.5298540044867 3682.0811085985956),17
NA,POINT (-867.5487375017352 4840.600451657027),59
NA,POINT (-867.5969651360068 4839.0287534349145),144
NA,POINT (-867.6556795859084 4837.115298671549),321
NA,POINT (-867.6646078860347 5541.182990928962),906
NA,POINT (-867.6742259173479 4836.510889257929),962
NA,POINT (-867.6834640700491 3682.086540155191),10
NA,POINT (-867.719943992559 4835.020975464456),2
NA,POINT (-867.7287893243212 3889.8900228281027),192
NA,POINT (-867.7693467297348 5542.351843510226),589
NA,POINT (-867.7762125524011 4833.187230210297),321
NA,POINT (-867.7929937467917 4832.640345135239),67
NA,POINT (-867.840190482549 5543.142437528816),809
NA,POINT (-867.847363940359 4000.0145770693252),962
NA,POINT (-867.9076615059417 4828.903418870616),16
NA,POINT (-867.9636268142846 4437.433698400855),68
NA,POINT (-867.9705596433341 4826.853621234737),26
NA,POINT (-867.9957353310142 5799.667834604395),1
NA,POINT (-868.040188867482 4824.584463117127),126
NA,POINT (-868.1293976108739 4821.677224860393),2
NA,POINT (-868.1466980674668 4821.1134174649105),644
NA,POINT (-868.2113568422642 4819.006242130104),95
NA,POINT (-868.2259970271936 5547.447917326432),984
NA,POINT (-868.2308752233076 4003.4852794126514),22
NA,POINT (-868.2325206633195 4818.316530921412),321
NA,POINT (-868.2498485619589 4817.751829212612),35
NA,POINT (-868.2565214939061 4817.534363947392),47
NA,POINT (-868.2849154006611 5799.667047836696),326
NA,POINT (-868.2878276046283 5548.137927140198),1107
NA,POINT (-868.3248782776689 1600.0992944586806),1576
NA,POINT (-868.3579647144729 3877.598972729721),452
NA,POINT (-868.3686735385417 4813.879422712507),818
NA,POINT (-868.4126079176675 4812.447638081042),1
NA,POINT (-868.4463117433226 4811.349258621621),39
NA,POINT (-868.4596285694414 5550.055171918653),321
NA,POINT (-868.4842345842044 4810.113384988344),475
NA,POINT (-868.4913960807801 4809.8799978109355),321
NA,POINT (-868.5831641304934 3874.3799140580704),64
NA,POINT (-868.6104082199537 4807.615439321953),321
NA,POINT (-868.6151884921665 4006.963239572113),221
NA,POINT (-868.8240066811835 4008.8530034726114),152
NA,POINT (-868.9489519529175 4804.818356630511),27
NA,POINT (-868.9756721288893 4804.597591823941),3
NA,POINT (-869.0660593909641 4803.850803088368),384
NA,POINT (-869.1407677168844 5557.656470754532),322
NA,POINT (-869.1986985676891 4802.7549247444485),19
NA,POINT (-869.2211169191519 5558.55314260191),319
NA,POINT (-869.2746200411166 5559.150220629554),321
NA,POINT (-869.2800019235019 4012.9796715171387),40
NA,POINT (-869.2935420285278 3867.154856504706),1
NA,POINT (-869.3337536847424 3866.7458748468152),229
NA,POINT (-869.4048036998649 4801.0520632181715),78
NA,POINT (-869.4468719100056 3865.595380595625),17
NA,POINT (-869.5552958557201 5562.282474517492),321
NA,POINT (-869.6130946854402 5562.927491293748),321
NA,POINT (-869.631020288925 5563.127535395476),449
NA,POINT (-869.6938091625503 5563.828239493583),250
NA,POINT (-869.6958926484086 5563.851490541021),29
NA,POINT (-869.7159628438403 5564.075467614933),321
NA,POINT (-869.7231276130269 3862.785660080253),618
NA,POINT (-869.7315041519759 5564.248903729832),1
NA,POINT (-869.7936720726376 5564.942678188001),644
NA,POINT (-869.840476711381 5565.46500324791),898
NA,POINT (-869.8694596094133 4797.213028920605),90
NA,POINT (-870.0970794761646 4795.332410473042),69
NA,POINT (-870.1439949034046 1600.115219956111),321
NA,POINT (-870.1726775556344 5569.172260274878),521
NA,POINT (-870.2246849287043 4365.354195958854),320
NA,POINT (-870.3192064337977 4793.497174998266),224
NA,POINT (-870.3826274280773 4792.973184304891),325
NA,POINT (-870.4285820949564 4369.605143688127),649
NA,POINT (-870.4298827223464 3682.18365181444),282
NA,POINT (-870.4356098430505 5572.10650197535),324
NA,POINT (-870.4667630050958 3855.2223497333475),184
NA,POINT (-870.5758190925244 3682.188812033928),56
NA,POINT (-870.6560608445449 3853.2970536500493),245
NA,POINT (-870.6566646299034 4790.709061122551),410
NA,POINT (-870.6639305385258 3853.217013164419),47
NA,POINT (-870.6674175171694 5574.693402772406),97
NA,POINT (-870.7563568970724 5575.685938302714),9435
NA,POINT (-870.7717685288657 4789.758061023727),380
NA,POINT (-870.797566349013 4377.2979076718075),35
NA,POINT (-870.9125444360169 5577.428942155032),320
NA,POINT (-870.9699191923312 3850.104887012216),84
NA,POINT (-870.9972430170429 4260.360429849446),642
NA,POINT (-871.0224867153612 4787.686601913446),2
NA,POINT (-871.2086612280473 4385.868614536784),321
NA,POINT (-871.214351470275 4786.101395829822),403
NA,POINT (-871.244701011464 4386.619989547505),1
NA,POINT (-871.3292649483041 4785.1519690080795),97
NA,POINT (-871.4043106476884 5582.916898538591),4
NA,POINT (-871.5102536280713 4392.156360225521),321
NA,POINT (-871.5338578961827 4783.461601301985),768
NA,POINT (-871.5445529165278 4392.871448547051),641
NA,POINT (-871.5854322894531 5584.938159142782),494
NA,POINT (-871.5989784618577 3843.706898787381),12
NA,POINT (-871.6085350518885 4334.094742291598),321
NA,POINT (-871.6122832884698 3843.5715790677273),119
NA,POINT (-871.6221403951722 4394.48903020464),1
NA,POINT (-871.6907695228794 4395.919843785579),163
NA,POINT (-871.7933281566582 3841.730221677497),321
NA,POINT (-871.8120105046239 3841.5402086722243),188
NA,POINT (-871.8145498879036 4331.540382226135),1
NA,POINT (-871.8371846275185 5201.992322642705),321
NA,POINT (-871.8743645507209 4399.747522615326),37
NA,POINT (-871.9266465728309 5588.746003317884),321
NA,POINT (-872.0645382780967 4403.71235738677),614
NA,POINT (-872.105365273205 5590.740447851285),386
NA,POINT (-872.1479172213883 5591.215314220961),2064
NA,POINT (-872.1484001057547 5591.220703058742),321
NA,POINT (-872.1866031422642 5591.647036940793),4
NA,POINT (-872.2248930081264 3682.2471222642475),276
NA,POINT (-872.2568105075514 4777.488493431137),338
NA,POINT (-872.3749153527118 4324.5924594791295),643
NA,POINT (-872.579529911561 5596.031976207982),480
NA,POINT (-872.5975695508087 4774.673107621147),1604
NA,POINT (-872.6103631687096 4415.091981351046),639
NA,POINT (-872.7422620321978 4773.477643650414),23
NA,POINT (-872.7755540453643 4418.535961446109),962
NA,POINT (-872.7761896608343 4773.197330138214),26
NA,POINT (-872.8469949394655 5599.016801867879),4
NA,POINT (-872.8619622487631 4318.553607300594),5
NA,POINT (-872.8782742505799 4772.3538968938865),85
NA,POINT (-872.9428475715292 4422.0237786053385),22
NA,POINT (-872.966800043686 5600.353789181942),145
NA,POINT (-873.0392591611725 3829.0582012781497),197
NA,POINT (-873.0802807937029 5601.620198690536),151
NA,POINT (-873.081095160176 4770.678169947983),162
NA,POINT (-873.1004260493279 3828.436089739339),376
NA,POINT (-873.10740679512 3828.365090500408),269
NA,POINT (-873.1104909362955 4425.518889370633),221
NA,POINT (-873.1414788976313 5602.303150298729),816
NA,POINT (-873.1508703713959 4314.971460571187),324
NA,POINT (-873.18227057735 3682.2809745409922),202
NA,POINT (-873.1901183227319 4769.777409510678),6
NA,POINT (-873.2015806453111 4427.417972123069),152
NA,POINT (-873.2330227310861 5603.324750712218),321
NA,POINT (-873.2717769784293 5603.757235933955),1
NA,POINT (-873.2934036515115 4768.92405563855),642
NA,POINT (-873.3168916986424 4768.729995008598),27
NA,POINT (-873.3760223999062 4050.047858289806),220
NA,POINT (-873.4193264280689 3825.192641996147),37
NA,POINT (-873.4235280501593 5605.45073020633),321
NA,POINT (-873.5636037993415 5799.652686191622),10
NA,POINT (-873.5855511200085 4051.944052358105),43
NA,POINT (-873.6208467295155 5607.652744660084),518
NA,POINT (-873.6382931692876 5607.847441445356),642
NA,POINT (-873.6869276590038 4308.324932802842),190
NA,POINT (-873.7150113935763 5608.703592719535),28
NA,POINT (-873.736521270877 4053.310302791111),36
NA,POINT (-873.7959915631365 5609.6073059636155),241
NA,POINT (-873.8505325681116 5610.2159664394985),962
NA,POINT (-873.8990044115075 4439.1521631730275),14
NA,POINT (-873.9004427053161 4054.7937598155168),321
NA,POINT (-873.9466427758178 5611.28852615464),125
NA,POINT (-873.9622620077383 4763.397879995451),414
NA,POINT (-874.022469115774 5612.134724279945),71
NA,POINT (-874.0446526827511 4762.717159874014),119
NA,POINT (-874.0476698626185 5612.415956695334),45
NA,POINT (-874.0590792067674 4440.383690610168),105
NA,POINT (-874.1551444707867 5613.6153395483425),962
NA,POINT (-874.1760149077018 3817.496572297971),797
NA,POINT (-874.1974312002976 4761.454888251638),78
NA,POINT (-874.2428265236138 4441.79734140903),325
NA,POINT (-874.3587241615675 4760.122269430815),4
NA,POINT (-874.3765357315025 5616.085996445205),319
NA,POINT (-874.4082533006459 5616.4399545495235),685
NA,POINT (-874.500162551947 3814.1997560654563),52
NA,POINT (-874.5740546188654 4444.345628205785),57
NA,POINT (-874.6763135529897 4296.057623002186),452
NA,POINT (-874.6914736494305 5619.600604639296),1
NA,POINT (-874.7174017751493 5799.649547071492),510
