currentLocation,participantId
POINT (1818.5642651613257 4329.3615217937395),217
POINT (-3798.032437270009 6360.966498579204),755
POINT (-1607.3687994667282 3888.1337243381995),31
POINT (-245.99584635132618 5016.828897637641),868
POINT (-232.94600973953322 3885.175792784053),763
POINT (-236.18606463068429 3887.7259832696864),116
POINT (-268.9036282547582 5036.643758339732),375
POINT (-216.55873629917733 3868.5901535228018),810
POINT (-3807.854449971248 6360.760238061789),709
POINT (770.7929210005584 945.2719232535056),4
POINT (-214.99899306988019 3892.829467387702),814
POINT (-1614.5118729525564 3893.428917501349),543
POINT (-3206.917458421875 6477.454667833085),17
POINT (-509.88868741624066 3545.253380931528),32
POINT (-239.24709751360422 3886.140958819427),504
POINT (-502.72158083925876 3542.8566901713466),666
POINT (758.5815494824361 926.5999573378481),645
POINT (-503.21527107389403 3550.7873728674685),999
POINT (-3896.4556841522963 5980.736706769845),275
POINT (-258.2120155379475 5011.190870755009),319
POINT (-274.49890644322943 5028.622128929354),461
POINT (-1691.4015364919449 3873.2094801174103),286
POINT (-3195.8635355920105 6489.498695349313),915
POINT (-496.9455024777327 3537.4739870073718),80
POINT (-487.53614397916635 3557.876023654394),609
POINT (-1530.9525097956712 3817.0717897717373),58
POINT (-1510.206460083202 3815.7074856685035),438
POINT (-211.6506755888929 3874.747151598765),751
POINT (963.6865807243236 3977.3183354149833),117
POINT (-240.90543362457436 3886.194767940296),136
POINT (-248.4678662314912 5035.9246284520195),594
POINT (-3893.0935453845077 5957.038567862867),680
POINT (-253.3328817728164 5031.155703576028),835
POINT (-222.65734933623153 3867.2449068658866),830
POINT (-1602.75876658151 3898.3905878533496),134
POINT (-3221.874489668208 6479.035612783244),560
POINT (-3798.471754799339 6378.07776475775),917
POINT (953.7817275516447 3992.534345045449),74
POINT (-228.8515718436142 3867.7872821834167),252
POINT (-231.03222119091527 3870.4390951137393),987
POINT (-214.4590438527473 3889.1239908412927),517
POINT (-3791.5799207106384 6371.923948226984),877
POINT (-214.261064091242 3892.7563927336705),542
POINT (978.4048019357109 3991.017276716034),829
POINT (-1599.2632413089023 3899.7360442724703),328
POINT (-228.5771231992126 3892.9942394998848),118
POINT (-3809.2079569308758 6356.973318539153),770
POINT (-3201.0150827034886 6481.5408887688645),171
POINT (-236.1066946888643 3876.7452127134047),454
POINT (-3204.8146469979 6490.543394412804),522
POINT (-1606.839934111673 3896.8429925590067),988
POINT (-226.964818152124 3884.856425133713),157
POINT (-1692.5139877114236 3865.3793305193103),669
POINT (-228.00609877678298 3870.954929197101),128
POINT (-3889.399299531865 5959.138043404901),329
POINT (-239.92541558705855 3888.164895088305),849
POINT (-215.50918862527902 3892.438412611217),524
POINT (-3210.5336748830896 6499.070570870927),649
POINT (-1716.7408217825107 3858.083761468037),18
POINT (968.1169787826153 3994.0502130575087),958
POINT (1816.6045621219482 4345.498471376278),147
POINT (-239.8492826076062 3865.56539715138),429
POINT (-219.44091087435623 3875.0909675055104),381
POINT (-1521.736051502364 3815.2778263012474),400
POINT (-1534.214110942819 3805.97936567472),492
POINT (-230.70418081512463 3867.771781190286),332
POINT (-216.95399371883065 3880.882035204434),733
POINT (-1612.505251547124 3893.538897190757),811
POINT (1803.415918143365 4350.37966761851),34
POINT (-212.00147457315805 3885.863796274228),88
POINT (772.6393781017955 945.1095079691621),84
POINT (-234.44821658748853 3881.292992202241),83
POINT (-265.96062229646526 5035.282381082948),401
POINT (954.6015271590503 3997.4927680857986),177
POINT (-238.25690576450518 3866.950480040085),689
POINT (-3211.7254537846748 6485.963758387235),531
POINT (957.923274346814 4005.8331579423498),104
POINT (-248.02588726061478 5031.933768907756),164
POINT (1807.5510112631096 4346.277865430342),610
POINT (783.0160380774862 943.4020689770598),223
POINT (-248.32749874765327 5011.805541222257),538
POINT (-3900.373395015044 5957.633963541471),17
POINT (-225.37472778480694 3872.8569781512497),140
POINT (-235.60253238777054 3883.9675978379983),369
POINT (-239.190754735525 3878.624195147644),648
POINT (-262.5688639604146 5038.931228190267),324
POINT (-3786.827632693331 6367.832869498674),932
POINT (-3786.3301706140282 6366.0016024730385),968
POINT (-228.27289005516897 3888.209389801786),917
POINT (-515.431189569831 3561.683836111681),849
POINT (-3895.6825669029545 5978.772264900159),38
POINT (-237.06822655622736 3875.4142557506093),69
POINT (-219.29689038646788 3872.8832720495157),363
POINT (-268.4559445891312 5026.147461115786),723
POINT (-223.50959569271959 3888.639096130748),94
POINT (-222.72046530582747 3863.3941685705404),954
POINT (778.7999974434906 928.432032970382),107
POINT (-255.83512627201713 5035.962289457389),506
POINT (-239.37784638046486 3888.7595285061607),953
POINT (-253.73308176730737 5032.476849520188),147
POINT (-219.8754334263918 3891.165119568983),29
POINT (-232.38524185952227 3889.2609392091717),34
POINT (-497.1168856180944 3546.8718219034117),579
POINT (-272.6013287510734 5036.175359471673),888
POINT (-3908.7877524894207 5966.470886206972),890
POINT (1808.6236352197836 4329.1546204509),696
POINT (-3803.1448744837035 6375.044167740017),763
POINT (-3897.922455817908 5976.904696537613),881
POINT (-233.20734811915764 3889.141225372997),1004
POINT (977.0818580537549 3993.6096632600725),555
POINT (1813.1811720669812 4342.753815812499),196
POINT (774.7133275032467 941.7582260336102),85
POINT (-246.00149808935615 5023.12536016664),11
POINT (-212.030369996394 3884.357082631018),609
POINT (1811.2879528328062 4335.616821795914),970
POINT (770.2569525269284 942.4259683832545),231
POINT (-3916.7888363584593 5966.491568375456),722
POINT (965.9536686784226 3998.689835838596),684
POINT (-1519.5594333519698 3829.086013916846),674
POINT (-271.1137661510661 5027.081675440602),74
POINT (-262.0530104011982 5038.644948356546),978
POINT (772.1312176780563 917.761063486914),48
POINT (-240.63070552332218 3864.686943750482),748
POINT (1819.6942637383636 4350.855913814008),782
POINT (-233.89469977632206 3879.308770001103),143
POINT (-513.1774546123876 3541.5782769590046),289
POINT (-1710.7996368251702 3858.8379823271966),253
POINT (-3801.651933235724 6373.852862608313),367
POINT (-261.9398592830103 5027.913364424992),576
POINT (-496.485662060639 3554.5057632545654),464
POINT (-3799.4753784814457 6360.264082679643),547
POINT (-245.49344048735225 5020.028793796749),414
POINT (-489.5109651689768 3537.6412964657434),559
POINT (-1510.0227548164653 3806.333784903398),836
POINT (-1603.61517392866 3882.439206217733),1008
POINT (-246.5789948384677 5039.069051516279),160
POINT (-1516.2639997094652 3820.625205413729),331
POINT (-3787.5981591315594 6363.1805365887185),994
POINT (-499.2206321687772 3542.6849351912715),425
POINT (-1702.978240361812 3872.3499411261155),815
POINT (964.4645615865984 3996.1835541888413),103
POINT (-3912.0588050434626 5961.483402241792),33
POINT (979.3546418671943 3999.3967263153418),141
POINT (-1522.7378505912984 3807.7155175156895),416
POINT (-3800.5746168869277 6365.761111825828),327
POINT (-3912.3232388469205 5966.126499357724),735
POINT (-3785.728928448115 6370.014247433056),49
POINT (-270.7321517972405 5030.008217524723),247
POINT (-227.38567939967908 3868.348402581929),656
POINT (-271.37757085976625 5037.835625310543),651
POINT (-262.991510250931 5032.067071738303),62
POINT (-236.93638791260452 3874.266977761251),73
POINT (-234.01526178280784 3866.89690961419),937
POINT (-3198.588793408496 6497.765067401116),499
POINT (-3909.7183090444505 5980.00381284028),518
POINT (-3198.7538840136685 6498.753160065623),784
POINT (-237.2933514440797 3890.398131408769),934
POINT (-1621.2666949948905 3873.7447952997845),281
POINT (-256.46891601517035 5020.524261440223),402
POINT (-264.4108414832074 5016.767649829323),13
POINT (-221.81005441006187 3889.8192537291507),100
POINT (-212.6309474195397 3877.7876645922006),693
POINT (-1602.2640548884376 3874.5230394313367),320
POINT (-3206.126065434906 6475.237246281896),379
POINT (-212.1959598688628 3891.860856632815),759
POINT (-1597.9479014865658 3872.953023209602),43
POINT (-3200.4459204917566 6487.568484981697),932
POINT (-265.01477518626945 5018.34068330346),376
POINT (-3892.7851295157798 5970.017677954981),585
POINT (-3807.9240461353415 6375.496350740255),870
POINT (-239.61267314832924 3869.314464798819),672
POINT (968.9905759507674 3980.7883717849404),845
POINT (-3788.5300167449545 6370.155334404263),683
POINT (-212.04251095209918 3890.97194496303),160
POINT (-1716.0376606238076 3854.208443549201),916
POINT (-259.28851105607635 5011.447978689368),941
POINT (-3907.6488412785225 5965.676023017237),327
POINT (1817.2176880162572 4352.892329476477),767
POINT (-3890.8889410896745 5965.47950687542),316
POINT (-3786.9295706987828 6382.094446614328),534
POINT (-3889.7358066007314 5960.59200037418),42
POINT (1796.4233136224223 4349.878256915499),953
POINT (953.137152650909 3976.9909980120183),992
POINT (762.3949898881458 926.3343165265879),169
POINT (-487.86522012374655 3560.775777606396),418
POINT (-495.4749940456807 3556.853303683822),997
POINT (-1687.8953790211324 3859.3469325254678),397
POINT (-220.5806199760459 3886.592230909725),614
POINT (779.9313917622721 938.0879537174114),186
POINT (-214.26401615888625 3882.039487069113),22
POINT (1797.5682046886732 4331.115118645783),769
POINT (-3217.8048349459423 6498.0686671164685),27
POINT (-506.8054706642085 3539.901218837952),57
POINT (-238.55932664042842 3885.68507624064),364
POINT (-1524.8956389507225 3800.531934024329),477
POINT (-3899.339579246272 5957.272681477967),254
POINT (-3789.8552601819524 6368.292420842729),898
POINT (-3218.6028684502935 6481.304106533406),33
POINT (-3194.7741091435796 6481.5356776824865),414
POINT (-3804.141224644477 6374.802172059154),694
POINT (-255.20383832082734 5017.891374884295),766
POINT (-1524.2653895768624 3800.7554018418637),348
POINT (-3807.705038675562 6367.1002379848405),869
POINT (-3790.7716500266065 6376.481813639942),489
POINT (-3914.955786793876 5979.653965890376),981
POINT (-1696.7758584321725 3860.188991141859),424
POINT (-513.9270441727598 3538.824955453815),281
POINT (-487.49450171159697 3543.347254709308),442
POINT (-240.22529887530874 3879.0159514291477),152
POINT (-1614.2304788939682 3900.5903839426123),986
POINT (-1619.4640061761343 3891.454658767778),681
POINT (-255.89521037937885 5017.3680637566085),139
POINT (-1619.117367175342 3886.499786130269),468
POINT (-222.6199879359059 3881.63508740316),196
POINT (-3810.2087335826377 6375.8594023405985),788
POINT (-255.94409818702533 5025.084408681533),983
POINT (-234.9146680520211 3890.306894475713),368
POINT (-265.12928555981347 5029.531816101641),53
POINT (-252.77417116510256 5016.469891196253),642
POINT (-3800.9106378956053 6370.986430414048),700
POINT (-271.472871798973 5022.364084314499),73
POINT (-3899.0831435458267 5979.602539876522),100
POINT (-1526.4900336253068 3823.6576904464537),682
POINT (-222.30891289231027 3865.6332558429094),379
POINT (-236.75399628446323 3883.8917443885634),638
POINT (-227.21580685648644 3869.3377491479705),666
POINT (-3214.2954438424968 6479.847567189197),376
POINT (-506.6130667241792 3542.174387516444),90
POINT (-3904.612867889889 5970.666966570229),895
POINT (-215.51204038001475 3880.2343918076094),585
POINT (-231.7318538858456 3883.8962290659915),691
POINT (-225.55597008326123 3890.7404205581433),4
POINT (-268.55174566917634 5014.9940161674385),937
POINT (-3218.8673022537514 6485.947203649339),735
POINT (974.7967550015233 3983.0899336761504),889
POINT (-264.91223602912623 5023.989843423114),327
POINT (-3906.5496028730404 5960.178993871052),547
POINT (-223.83402535541762 3872.7275050337266),263
POINT (-220.1273355503996 3884.7009265615143),627
POINT (1817.6394222195413 4339.896567613748),81
POINT (-260.5469561479538 5030.149935638405),97
POINT (768.3070448676337 923.755447535423),175
POINT (-500.7348290384465 3537.0565503769835),348
POINT (766.4745334869808 923.2020459714367),13
POINT (-3205.883642653103 6477.093385769582),254
POINT (-3202.1051473519983 6475.7755208461185),676
POINT (-233.94235990030703 3884.9337971031914),694
POINT (-1688.98558933587 3850.585444074532),865
POINT (-236.9773057846813 3873.9195859615884),980
POINT (963.5473769553502 4004.932461888576),1000
POINT (-497.7813272426502 3545.057610046922),1002
POINT (-501.4002222125163 3556.1527190541224),103
POINT (-215.82045624874283 3867.255281715495),680
POINT (-253.11995587299845 5039.870707620387),767
POINT (-216.73070595461252 3892.2260716583655),534
POINT (-3895.747085840637 5978.932781000731),736
POINT (-249.6389605680313 5012.611348893505),43
POINT (-3212.903250761943 6497.696486268856),904
POINT (-3205.6272069526576 6499.423244168137),100
POINT (-274.08672559413367 5020.465619115192),146
POINT (952.5916682149588 3985.618230800581),645
POINT (1821.2921090905468 4341.772530257485),823
POINT (-237.36284836171248 3868.455677524376),985
POINT (-270.41784966472113 5018.548661543544),64
POINT (1809.709221445996 4349.013194097231),231
POINT (953.4212264119899 4004.3005620296503),956
POINT (-3790.236813492845 6363.860187783948),928
POINT (-1603.6550762660438 3900.847609011465),530
POINT (-3788.4868595535727 6356.039905363095),676
POINT (-240.2819331947537 3873.581616282623),798
POINT (953.0656583722626 4003.947907566864),934
POINT (-3805.113532796191 6380.1752694316765),368
POINT (-1702.379635882248 3868.3151113126496),349
POINT (-3906.3559933354672 5982.637805105331),532
POINT (-3197.4330044965054 6485.300211167035),316
POINT (-3214.68048297868 6495.849228287758),618
POINT (759.507804110422 944.2700214526571),651
POINT (-513.789393798514 3550.5738477059213),422
POINT (-220.9798880778667 3880.9868222311893),464
POINT (-235.78517678468702 3886.631784627938),516
POINT (-3200.4092423046736 6498.15613736234),276
POINT (-499.91111512069216 3558.659000703877),684
POINT (-219.65639543778244 3878.424045886766),898
POINT (-3215.346712551273 6500.498120847384),848
POINT (760.4139515255731 927.3868479363202),99
POINT (-231.41234500436144 3890.988785060499),665
POINT (-252.69822166971434 5026.874945757658),81
POINT (-260.9596962160697 5023.494454288382),747
POINT (-266.3150801564814 5024.030026618974),112
POINT (-1523.4837042852964 3804.239866179526),23
POINT (-1515.7943486783226 3825.88297598943),151
POINT (974.8383642064489 3993.823623104239),66
POINT (-1695.7761117926768 3865.1279393100403),467
POINT (-220.38725894880213 3890.8879324694612),984
POINT (-1594.5126866336284 3881.753153665404),873
POINT (-1533.8491133320315 3804.6601211986745),79
POINT (-1599.6034389620372 3897.1039643705194),151
POINT (-3800.96408746023 6377.692941024715),347
POINT (-3204.58943850558 6480.445544408579),486
POINT (964.2670712594511 4001.444241845987),231
POINT (-1532.8427720717484 3827.403857693555),290
POINT (-3223.8364085833623 6485.369739313828),404
POINT (-223.76293405041716 3885.9139336629564),87
POINT (-261.82663830377305 5012.517402213521),10
POINT (-254.19287932415097 5026.521152440015),898
POINT (-269.4511519383896 5038.404001028962),368
POINT (-3808.3379963360358 6359.345346169286),935
POINT (-231.45306849155347 3883.9844876523503),367
POINT (-514.9341276862459 3554.538846761348),950
POINT (-258.26999148059144 5034.7066834966845),562
POINT (-255.30876984935267 5018.938660522841),486
POINT (780.5362765337991 930.9293387879375),153
POINT (1820.238905188068 4330.658885927393),889
POINT (-3201.16231915799 6472.8942177465005),931
POINT (-269.3992629554803 5022.827681671061),635
POINT (-220.77228596298414 3870.8415539695925),486
POINT (-272.49622535855747 5034.39321966216),781
POINT (778.43278047603 918.5057542774534),30
POINT (758.3891496116307 940.8276158042743),781
POINT (-3781.155821345154 6361.800062199463),414
POINT (-1526.4632779053206 3804.307056938456),435
POINT (-256.4874312265809 5026.22440120817),527
POINT (-270.3339030692446 5034.594896530293),778
POINT (-1608.6001920347394 3873.5530042626838),922
POINT (-212.92913043473504 3883.1376067708566),673
POINT (959.6935847822597 3991.0435450153886),944
POINT (-234.8127788108431 3867.442328710418),79
POINT (-3208.1946406268103 6477.361954060395),124
POINT (953.5650964859536 4006.0459276229317),787
POINT (-3796.2731245750706 6360.733289099201),412
POINT (-501.02268630361067 3551.160364817183),820
POINT (-3218.1842969109853 6498.15064222547),375
POINT (972.4428992085526 3977.524027740186),30
POINT (-211.26061546937242 3878.712161343051),415
POINT (764.5702948137068 930.4644227610878),112
POINT (-255.03193831399972 5019.1216944253465),163
POINT (-1524.7991414943392 3818.10951057854),349
POINT (-3207.45858864648 6473.776128626482),507
POINT (-3894.71977352779 5956.526200607325),728
POINT (-1530.460472931285 3824.4030670179554),401
POINT (-3209.191880327403 6482.460968590236),140
POINT (-487.17303581149775 3546.833313819435),873
POINT (-267.3035866201908 5021.174943112321),399
POINT (-260.05110541309926 5026.325305061469),979
POINT (-3790.2962920269197 6371.584199630735),996
POINT (-1613.0362936005015 3897.530268749853),155
POINT (-1618.227821902246 3887.3543649311337),260
POINT (-3204.3946244962362 6493.776997531456),341
POINT (-1535.3082768916274 3815.27879774918),468
POINT (-220.2056148699496 3885.2576803113166),964
POINT (-216.48679126076254 3875.527855760615),334
POINT (-218.28799480940248 3866.171530407132),676
POINT (-3795.414784974765 6357.291426784153),354
POINT (-1711.5980463329474 3870.058894002228),110
POINT (-258.4349436549675 5040.913733592111),265
POINT (1798.3668198252906 4347.2264373093885),184
POINT (-1608.6415402789394 3876.3305663528304),667
POINT (775.3888473261827 941.4644098041855),8
POINT (-1702.3715961389337 3852.5376166157043),922
POINT (-3209.5262096989545 6484.890546957677),687
POINT (-233.13472611783797 3877.302996196268),271
POINT (-1613.9527175463097 3877.094227362413),90
POINT (-501.30188945680874 3541.410726506861),667
POINT (-212.89910021662683 3878.418550469812),47
POINT (768.9455156871779 934.3477605671063),576
POINT (-3807.1840695056044 6367.410269419171),677
POINT (-3806.786611757854 6364.539291957799),520
POINT (-231.52956000867732 3890.894130408397),848
POINT (-3214.5823752586557 6497.428556507738),347
POINT (-3791.518480139567 6371.52166411111),727
POINT (-221.12382429703064 3871.6747103140146),746
POINT (-3210.609122108214 6493.347478061547),544
POINT (-215.22742747114899 3869.3501197082705),205
POINT (-1524.6011010020513 3810.954415811669),805
POINT (1809.622622107463 4332.171997787064),92
POINT (-1714.907779058851 3879.3183335764666),78
POINT (-1608.0370576175317 3882.2522959671496),345
POINT (-3898.381803080703 5967.58242681408),844
POINT (-236.28224197463942 3873.3708486954233),478
POINT (-238.29095014975383 3891.8949403541005),78
POINT (-234.2217298500504 3874.5801950204727),372
POINT (-3792.6896926792656 6369.406193566659),607
POINT (-3913.037633780456 5955.629317541132),413
POINT (-3904.0119261815857 5975.59986337667),337
POINT (-3212.8027433729194 6478.186643540636),268
POINT (-245.54085183551643 5033.944056710496),141
POINT (-1512.6350574513008 3817.050439031751),122
POINT (-515.3780435497484 3545.7804610482062),636
POINT (-502.7959284001769 3537.9392366836482),10
POINT (-1523.0068913078555 3815.916476437209),975
POINT (-1535.6336004048046 3801.1503168338827),317
POINT (-1709.0454163572128 3876.6593454813205),421
POINT (-3785.7080533694493 6382.30678756718),524
POINT (-3790.7763366978106 6374.041382048433),341
POINT (1805.4465548454077 4347.95943759534),222
POINT (-211.45936246495765 3868.731791084392),868
POINT (-235.22734994383364 3868.807131273295),949
POINT (1814.0490467192253 4341.8928362878405),837
POINT (-498.4018327415423 3557.7497500713584),952
POINT (-1611.4225480041155 3901.4330203692302),118
POINT (-3218.219740660002 6483.340140389221),708
POINT (-272.1920691134463 5018.988969659074),709
POINT (979.0366373444422 3991.9895063210615),764
POINT (-269.7189519070624 5022.227687307721),710
POINT (1808.5110055854827 4325.539024069611),10
POINT (-508.979066227592 3540.3204771938094),500
POINT (-1513.0415257073928 3801.3401479306235),559
POINT (-3809.6939980522884 6360.182415738529),45
POINT (-217.19793016089267 3871.936898329878),171
POINT (-487.0840851693681 3556.2446227785576),168
POINT (-3897.845874418201 5976.39672483135),489
POINT (-3794.032890099588 6362.59587998969),263
POINT (-262.23416619411137 5011.255094449693),796
POINT (-3799.1844555744938 6358.451028057613),268
POINT (-3906.9759332666067 5957.450585107556),302
POINT (-223.67553165157892 3863.093764201761),319
POINT (-223.56092560594666 3869.043389195646),701
POINT (-515.6297668561858 3544.1793092690473),18
POINT (962.6495127252207 3990.8182080021875),999
POINT (-234.59160641995433 3882.960039272656),447
POINT (-1716.3161699511645 3860.051366364552),294
POINT (1813.4566040175243 4341.275846148058),24
POINT (-3196.746282977331 6492.741597209842),673
POINT (-251.09522018554586 5016.68726007605),810
POINT (-260.14979991080116 5016.96686189727),632
POINT (-235.94177432814664 3865.4403966896),76
POINT (-3213.5199966734376 6477.271289399171),302
POINT (-267.7498112947223 5023.844798464351),706
POINT (-271.29048017083176 5031.988850941812),638
POINT (-218.33115200078421 3880.2869594482995),683
POINT (-3799.901708875012 6357.535673916148),302
POINT (-226.3724004734538 3863.0792435533763),344
POINT (-3219.0445024864293 6478.411121712281),949
POINT (-1709.4308834543153 3880.2688652769666),342
POINT (-232.42858744811556 3889.2359522589545),421
POINT (-3912.187757187786 5980.090180623085),368
POINT (-229.0088577435446 3866.6322050346153),264
POINT (-1711.2084353290516 3870.383432495022),447
POINT (-3199.666172786369 6484.582815833091),942
POINT (-1689.3313162790957 3878.669771617212),393
POINT (-3781.8666115790115 6365.049970453991),590
POINT (-267.01386356244967 5019.221358472662),485
POINT (-3215.871308512194 6480.8750150873175),801
POINT (1814.1655964223141 4348.345451747587),85
POINT (-225.6133160244326 3868.8697553440215),632
POINT (-3889.773566654127 5958.126752505708),843
POINT (-266.968023704602 5017.5009633070085),962
POINT (-258.5541352856547 5024.9754698005545),809
POINT (-3894.0037950903775 5982.009357805737),534
POINT (-3794.5763528283846 6357.626338577372),124
POINT (953.6050135318791 3997.4415205466585),638
POINT (-234.27105072772184 3864.1164313127965),779
POINT (-211.75974655218553 3866.060618382886),625
POINT (-1701.610612367013 3852.4704018568573),903
POINT (-489.04762722336795 3545.5398864987756),882
POINT (-248.81309945169707 5016.991131936469),391
POINT (-273.0958105267969 5033.782182793888),364
POINT (-3906.2586799660885 5958.365939249022),268
POINT (-1606.4063504108497 3877.4821700649914),701
POINT (-235.05014971115577 3876.343213210352),735
POINT (-1687.786954471111 3865.9130864026133),438
POINT (-3208.6999007212767 6500.983810062838),565
POINT (950.1327878649633 3991.178441822087),947
POINT (-3895.240373243862 5981.891272582572),300
POINT (-1525.397745973903 3822.1443403920057),815
POINT (772.9961149476277 922.3226541468065),19
POINT (-239.87226956697606 3872.26152002483),636
POINT (-3907.8658908092098 5971.217995695764),53
POINT (-212.04638304941471 3879.8947049103263),915
POINT (-220.80727750649493 3878.8984162610273),976
POINT (-1598.7425836072293 3886.3947181662897),669
POINT (-263.5220747166924 5016.679759654899),268
POINT (-268.2595342826137 5019.707337948258),606
POINT (-224.88274817868097 3891.3798196238513),565
POINT (-235.0663761957905 3886.5973829596714),394
POINT (-3904.852814154843 5976.679091821359),446
POINT (-1528.712884903694 3826.0695562890987),417
POINT (1801.5301092751654 4325.235159722135),779
POINT (-1607.8392082628186 3873.4857895038367),903
POINT (-3805.249014455326 6366.211588166316),735
POINT (-3222.2800989754064 6478.9783888747725),744
POINT (-3891.045282576129 5963.058956007079),529
POINT (-265.24825703780374 5029.215162011334),700
POINT (-274.3355845057236 5026.04347363422),173
POINT (-1697.4241064155922 3866.3218094833933),976
POINT (-224.0176513992862 3876.8783632473064),809
POINT (-237.65558522707778 3870.8918631058264),709
POINT (-3916.520186649369 5975.924244966798),504
POINT (-3910.602262476615 5982.813323661531),812
POINT (-255.90491775194343 5015.335702180094),845
POINT (950.9829480244246 3980.4469591078564),126
POINT (-1608.704729234437 3871.7529224054183),477
POINT (-1519.1711008248224 3825.6343274435894),109
POINT (-1608.3623371257413 3886.0802046631525),820
POINT (-271.75834105180184 5011.538328407172),992
POINT (-256.2885971700304 5028.871214431751),837
POINT (-221.26333208933715 3863.7727384944046),453
POINT (-275.1766735152585 5026.597220893527),703
POINT (-258.8836531196778 5019.094138647815),664
POINT (-1698.892382168975 3858.962062245912),1002
POINT (-270.6431785752328 5024.842319266653),454
POINT (-252.50967741310237 5032.3666171287805),933
POINT (-3786.790954506248 6378.420521879317),276
POINT (-269.39500773699984 5039.243465490445),26
POINT (-1706.2766556513184 3872.5235095437774),811
POINT (-229.6598267422212 3885.1001163214114),811
POINT (-226.42321232970116 3875.397347735134),747
POINT (-3195.943362938696 6478.958747696515),329
POINT (768.9565089770792 947.0787126899163),221
POINT (-224.65795793429493 3869.6742907135413),333
POINT (-3222.8380766132177 6482.838026363271),734
POINT (-274.3917583387802 5011.891542470369),123
POINT (-3897.146869576791 5971.513745250004),957
POINT (-3212.6622478570935 6497.074119398491),739
POINT (1823.8469521222557 4338.586228967277),829
POINT (-240.0192560407666 3875.7657488748423),404
POINT (-3796.7578134205633 6378.550914514602),878
POINT (-1711.9992260064403 3866.338977284154),260
POINT (-218.48657916806692 3876.016147972409),277
POINT (-1527.3904804818017 3830.00306032934),388
POINT (1800.0556221348063 4331.688315303639),1001
POINT (-1511.3503774441308 3826.705613790333),403
POINT (-3911.1513978263674 5964.960711787571),282
POINT (-1695.1034080771642 3863.439541194775),277
POINT (-3906.3635449915473 5956.555224793379),972
POINT (-1714.9696770986488 3877.373582935971),431
POINT (-3916.294013206387 5963.017322071656),734
POINT (-215.43710932287877 3886.6207480931043),945
POINT (-266.40176283118785 5020.850383094778),592
POINT (-3223.6724269950073 6473.398426356107),123
POINT (-1525.535101895216 3816.745680334076),269
POINT (-213.23433304256224 3877.0690423121464),513
POINT (-215.62093811350596 3864.361650000031),921
POINT (-239.4283537034736 3881.019905737972),950
POINT (-3195.077768011968 6488.316151782037),415
POINT (764.1460916778803 934.3457149289778),121
POINT (-507.0101047878299 3558.514176550287),261
POINT (962.5332802642704 4005.648615079085),587
POINT (-210.95695660098372 3871.9316872435),414
POINT (-3912.128392716015 5975.394488109013),482
POINT (-1704.9709748697105 3880.2086610634497),388
POINT (-3219.419684930366 6493.571588276985),369
POINT (-513.5094241870854 3538.9309832441336),502
POINT (-1617.2283382383712 3880.1732207774976),32
POINT (958.5804135462295 3989.4826962238203),112
POINT (-1702.4129443831337 3855.315178705851),667
POINT (-1713.0865689535465 3860.330236351306),497
POINT (-233.37773642764336 3866.3514939777306),731
POINT (-265.65626836712465 5017.396800345111),861
POINT (-254.41191731276035 5039.262226122231),29
POINT (-3906.306097200029 5974.319874820855),879
POINT (-1612.8248629887382 3898.0487370185087),355
POINT (-500.72879996142836 3546.026450459968),16
POINT (-222.0570834417133 3865.9932314773796),242
POINT (-3218.6724561228457 6495.2151924006275),482
POINT (-268.4903850820424 5019.899920384474),169
POINT (-1532.9310342975105 3816.526562489359),143
POINT (-3906.2819468793095 5956.415491181987),264
POINT (-251.01490390687093 5031.872840941612),959
POINT (-3889.2865179825917 5963.455162129265),679
POINT (-212.17709082645328 3872.055082730681),427
POINT (-3899.043659547332 5981.637582255327),584
POINT (-3796.915387084664 6379.334955387904),649
POINT (-236.9852047614343 3877.5418944632074),677
POINT (-256.75217268573255 5039.098353735865),340
POINT (768.1419343390511 921.1090185119987),854
POINT (-252.824478695771 5014.268636960381),676
POINT (-3917.5709367360473 5976.574382476971),977
POINT (-1537.4143096240832 3812.7855887282653),573
POINT (772.0743545540503 939.7907473609293),7
POINT (-3912.455557156459 5963.913866901844),710
POINT (-507.94150945230064 3565.802322807631),104
POINT (-3206.0328413419597 6500.605237621603),340
POINT (-3904.5813742261475 5959.938846450756),548
POINT (-227.30828509038247 3870.155560303384),548
POINT (-3210.3744487285885 6500.555714992657),1006
POINT (-511.9688088224648 3549.9355610855637),697
POINT (-3893.8651788978427 5978.335433070725),276
POINT (-272.1046882833634 5011.911330269912),1005
POINT (-3217.7595124429026 6494.537787542177),694
POINT (-263.62693974215085 5014.869045199256),972
POINT (-1517.949640200381 3808.629123780723),508
POINT (-268.47884378667555 5033.0309036564395),694
POINT (-1594.757331254112 3890.478519330834),460
POINT (-3894.6681860728168 5973.724022916868),913
POINT (-3213.883189882941 6500.196689692341),28
POINT (-233.18541894024585 3864.6227118996576),353
POINT (-1600.6385280388479 3901.0387767657053),819
POINT (-1705.1939521083098 3880.417632722251),118
POINT (1796.3728062994135 4342.13863414731),950
POINT (1811.8286760912479 4346.870972399802),206
POINT (-249.74759371332763 5030.544865194229),982
POINT (-223.97055678666706 3878.6986839489527),975
POINT (-499.50028328954244 3561.9231527130373),988
POINT (759.4111076794672 945.2822885669178),956
POINT (-1690.2155518392096 3867.256039765861),122
